#             eta             phi             dep             det     value0     value1      DetId
               38               5               4              HF  0.2183700  0.2536312   49489805
               39               5               1              HF  0.4467539  0.7937742   49189C05
               39               5               2              HF  0.8837026  0.7481039   49289C05
               39               5               3              HF  0.2382749  0.6043400   49389C05
               39               5               4              HF  0.4553713  0.3750598   49489C05
               29               7               1              HF  0.5698115  0.8383244   49187407
               29               7               2              HF  0.0456867  0.7015979   49287407
               29               7               3              HF  0.4194984  0.5906203   49387407
               29               7               4              HF  0.0148962  0.1685709   49487407
               30               7               1              HF  0.4001544  0.5023398   49187807
               30               7               2              HF  0.9709445  0.2647141   49287807
               30               7               3              HF  0.2300996  0.9398796   49387807
               30               7               4              HF  0.5876961  0.7035506   49487807
               31               7               1              HF  0.3523828  0.7289017   49187C07
               31               7               2              HF  0.3896349  0.1922344   49287C07
               31               7               3              HF  0.5067111  0.7441134   49387C07
               31               7               4              HF  0.7236076  0.1042675   49487C07
               32               7               1              HF  0.3936463  0.1367632   49188007
               32               7               2              HF  0.7294412  0.6338557   49288007
               32               7               3              HF  0.3677948  0.6435820   49388007
               32               7               4              HF  0.2512422  0.2780109   49488007
               33               7               1              HF  0.1917148  0.9088172   49188407
               33               7               2              HF  0.6752582  0.5250313   49288407
               33               7               3              HF  0.1790124  0.1765986   49388407
               33               7               4              HF  0.7318064  0.2480208   49488407
               34               7               1              HF  0.0032303  0.3100231   49188807
               34               7               2              HF  0.1460011  0.1116053   49288807
               34               7               3              HF  0.3405704  0.2411354   49388807
               34               7               4              HF  0.0023931  0.2757851   49488807
               35               7               1              HF  0.5316916  0.2325754   49188C07
               35               7               2              HF  0.7337910  0.9552973   49288C07
               35               7               3              HF  0.6134480  0.3291290   49388C07
               35               7               4              HF  0.1481170  0.5616919   49488C07
               36               7               1              HF  0.0454347  0.2579562   49189007
               36               7               2              HF  0.5554553  0.9430634   49289007
               36               7               3              HF  0.6086537  0.3455111   49389007
               36               7               4              HF  0.4896016  0.9457154   49489007
               37               7               1              HF  0.3108099  0.5810409   49189407
               37               7               2              HF  0.5919413  0.3484730   49289407
               37               7               3              HF  0.3249766  0.8851265   49389407
               37               7               4              HF  0.7681161  0.1261080   49489407
               38               7               1              HF  0.5061644  0.0404444   49189807
               38               7               2              HF  0.5392705  0.8996034   49289807
               38               7               3              HF  0.8760646  0.7271510   49389807
               38               7               4              HF  0.8978732  0.4163145   49489807
               39               7               1              HF  0.2661148  0.5546166   49189C07
               39               7               2              HF  0.1127422  0.6824752   49289C07
               39               7               3              HF  0.1719587  0.1929968   49389C07
               39               7               4              HF  0.5310804  0.7870330   49489C07
               40               7               1              HF  0.8888152  0.0836585   4918A007
               40               7               2              HF  0.6060969  0.9982741   4928A007
               40               7               3              HF  0.3001025  0.4575651   4938A007
               40               7               4              HF  0.1583834  0.6465692   4948A007
               41               7               1              HF  0.1574119  0.6267491   4918A407
               41               7               2              HF  0.6578985  0.4089325   4928A407
               41               7               3              HF  0.3239806  0.3973576   4938A407
               41               7               4              HF  0.5036163  0.7679586   4948A407
               29               9               1              HF  0.3655043  0.1797708   49187409
               29               9               2              HF  0.8021201  0.1716183   49287409
               29               9               3              HF  0.6733128  0.6626437   49387409
               29               9               4              HF  0.7287030  0.1498300   49487409
               30               9               1              HF  0.3663626  0.4361820   49187809
               30               9               2              HF  0.2507426  0.6482270   49287809
               30               9               3              HF  0.3370749  0.8463423   49387809
               30               9               4              HF  0.3286554  0.6561860   49487809
               31               9               1              HF  0.3176285  0.1607994   49187C09
               31               9               2              HF  0.4970294  0.3907112   49287C09
               31               9               3              HF  0.0326994  0.3045529   49387C09
               31               9               4              HF  0.7286161  0.5632474   49487C09
               32               9               1              HF  0.3719808  0.7367818   49188009
               32               9               2              HF  0.3921115  0.3002002   49288009
               32               9               3              HF  0.1197361  0.3041517   49388009
               32               9               4              HF  0.3376105  0.2710389   49488009
               33               9               1              HF  0.5776229  0.5940765   49188409
               33               9               2              HF  0.9936383  0.7410454   49288409
               33               9               3              HF  0.2442476  0.7960796   49388409
               33               9               4              HF  0.8780157  0.6902897   49488409
               34               9               1              HF  0.4278955  0.8514609   49188809
               34               9               2              HF  0.2226699  0.8753501   49288809
               34               9               3              HF  0.7643123  0.9631684   49388809
               34               9               4              HF  0.2108119  0.7794367   49488809
               35               9               1              HF  0.3824477  0.8733909   49188C09
               35               9               2              HF  0.9804325  0.0997728   49288C09
               35               9               3              HF  0.2824060  0.8156180   49388C09
               35               9               4              HF  0.0790740  0.9302584   49488C09
               36               9               1              HF  0.6112952  0.2729126   49189009
               36               9               2              HF  0.4386368  0.8597511   49289009
               36               9               3              HF  0.4080650  0.4390211   49389009
               36               9               4              HF  0.7303472  0.3995176   49489009
               37               9               1              HF  0.7156261  0.3591905   49189409
               37               9               2              HF  0.0403509  0.1962199   49289409
               37               9               3              HF  0.9917747  0.4984620   49389409
               37               9               4              HF  0.7960933  0.0403402   49489409
               38               9               1              HF  0.7401472  0.4530084   49189809
               38               9               2              HF  0.9129781  0.7554426   49289809
               38               9               3              HF  0.4708512  0.2397614   49389809
               38               9               4              HF  0.6537834  0.0560606   49489809
               39               9               1              HF  0.0893584  0.8831431   49189C09
               39               9               2              HF  0.3997740  0.1727483   49289C09
               39               9               3              HF  0.3932816  0.3771088   49389C09
               39               9               4              HF  0.0192791  0.5844104   49489C09
               29              11               1              HF  0.4026769  0.1997671   4918740B
               29              11               2              HF  0.6724461  0.5091174   4928740B
               29              11               3              HF  0.4704901  0.6383991   4938740B
               29              11               4              HF  0.2944007  0.6436009   4948740B
               30              11               1              HF  0.5376078  0.9903523   4918780B
               30              11               2              HF  0.8117829  0.4780763   4928780B
               30              11               3              HF  0.6847496  0.8874791   4938780B
               30              11               4              HF  0.2761078  0.8837280   4948780B
               31              11               1              HF  0.8865580  0.8573308   49187C0B
               31              11               2              HF  0.0722383  0.5470051   49287C0B
               31              11               3              HF  0.5739992  0.1045200   49387C0B
               31              11               4              HF  0.5993901  0.2779818   49487C0B
               32              11               1              HF  0.6058264  0.1551438   4918800B
               32              11               2              HF  0.5762771  0.3283126   4928800B
               32              11               3              HF  0.2612123  0.2544054   4938800B
               32              11               4              HF  0.4354020  0.2071936   4948800B
               33              11               1              HF  0.3032806  0.2688277   4918840B
               33              11               2              HF  0.8494338  0.7540042   4928840B
               33              11               3              HF  0.7406859  0.8294566   4938840B
               33              11               4              HF  0.4801879  0.6064587   4948840B
               34              11               1              HF  0.8647587  0.9280130   4918880B
               34              11               2              HF  0.8907824  0.2825884   4928880B
               34              11               3              HF  0.5557287  0.5287174   4938880B
               34              11               4              HF  0.8014473  0.2884836   4948880B
               35              11               1              HF  0.7489505  0.8897571   49188C0B
               35              11               2              HF  0.4476119  0.9655973   49288C0B
               35              11               3              HF  0.9654027  0.5260990   49388C0B
               35              11               4              HF  0.4168949  0.0744107   49488C0B
               36              11               1              HF  0.0316366  0.0362894   4918900B
               36              11               2              HF  0.9444655  0.2725021   4928900B
               36              11               3              HF  0.8748382  0.7630944   4938900B
               36              11               4              HF  0.3359962  0.9290031   4948900B
               37              11               1              HF  0.8739249  0.5635377   4918940B
               37              11               2              HF  0.5285777  0.5021790   4928940B
               37              11               3              HF  0.4813875  0.8894995   4938940B
               37              11               4              HF  0.9357499  0.2201157   4948940B
               38              11               1              HF  0.7387422  0.4686843   4918980B
               38              11               2              HF  0.2758917  0.2011831   4928980B
               38              11               3              HF  0.0621008  0.6353742   4938980B
               38              11               4              HF  0.5263602  0.5458218   4948980B
               39              11               1              HF  0.0275238  0.6841022   49189C0B
               39              11               2              HF  0.7971333  0.2800955   49289C0B
               39              11               3              HF  0.6986925  0.8589841   49389C0B
               39              11               4              HF  0.2661312  0.7920130   49489C0B
               40              11               1              HF  0.9114088  0.2540359   4918A00B
               40              11               2              HF  0.4229081  0.8768167   4928A00B
               40              11               3              HF  0.6653755  0.0467384   4938A00B
               40              11               4              HF  0.1337308  0.2194357   4948A00B
               41              11               1              HF  0.8932332  0.7657912   4918A40B
               41              11               2              HF  0.5726342  0.4966632   4928A40B
               41              11               3              HF  0.5483153  0.7844641   4938A40B
               41              11               4              HF  0.3570518  0.8460084   4948A40B
               29              13               1              HF  0.4741427  0.9341869   4918740D
               29              13               2              HF  0.8440830  0.2967218   4928740D
               29              13               3              HF  0.6790952  0.6482447   4938740D
               29              13               4              HF  0.8379333  0.0884828   4948740D
               30              13               1              HF  0.1312656  0.6617042   4918780D
               30              13               2              HF  0.6981879  0.6824476   4928780D
               30              13               3              HF  0.3563846  0.6058416   4938780D
               30              13               4              HF  0.7322423  0.7213858   4948780D
               31              13               1              HF  0.6928607  0.0862780   49187C0D
               31              13               2              HF  0.6522085  0.1256331   49287C0D
               31              13               3              HF  0.8620903  0.8233446   49387C0D
               31              13               4              HF  0.7028152  0.1794083   49487C0D
               32              13               1              HF  0.6908071  0.7023221   4918800D
               32              13               2              HF  0.7745659  0.6742981   4928800D
               32              13               3              HF  0.9040226  0.9064782   4938800D
               32              13               4              HF  0.4132536  0.8897572   4948800D
               33              13               1              HF  0.0455477  0.7416426   4918840D
               33              13               2              HF  0.2162804  0.0893071   4928840D
               33              13               3              HF  0.2461591  0.1663294   4938840D
               33              13               4              HF  0.5016088  0.9879429   4948840D
               34              13               1              HF  0.7154115  0.0728283   4918880D
               34              13               2              HF  0.5421105  0.6661305   4928880D
               34              13               3              HF  0.7470687  0.5977284   4938880D
               34              13               4              HF  0.6807724  0.8434936   4948880D
               35              13               1              HF  0.7875065  0.2780698   49188C0D
               35              13               2              HF  0.0194966  0.1093624   49288C0D
               35              13               3              HF  0.0816878  0.4031661   49388C0D
               35              13               4              HF  0.8575804  0.2497162   49488C0D
               36              13               1              HF  0.9139848  0.9010119   4918900D
               36              13               2              HF  0.9463861  0.4494545   4928900D
               36              13               3              HF  0.7462773  0.6446913   4938900D
               36              13               4              HF  0.4791918  0.1071085   4948900D
               37              13               1              HF  0.9097967  0.5943985   4918940D
               37              13               2              HF  0.4802061  0.2882886   4928940D
               37              13               3              HF  0.1112962  0.9173659   4938940D
               37              13               4              HF  0.8432071  0.6962110   4948940D
               38              13               1              HF  0.9374331  0.4399247   4918980D
               38              13               2              HF  0.4138055  0.6345412   4928980D
               38              13               3              HF  0.2368936  0.4684435   4938980D
               38              13               4              HF  0.6024818  0.7469571   4948980D
               39              13               1              HF  0.1665766  0.4348016   49189C0D
               39              13               2              HF  0.8294056  0.6542630   49289C0D
               39              13               3              HF  0.0953974  0.1116691   49389C0D
               39              13               4              HF  0.5362948  0.9208568   49489C0D
               29              15               1              HF  0.0864496  0.2680387   4918740F
               29              15               2              HF  0.3210834  0.5080020   4928740F
               29              15               3              HF  0.7487106  0.4111051   4938740F
               29              15               4              HF  0.2141462  0.3250746   4948740F
               30              15               1              HF  0.0998330  0.3979502   4918780F
               30              15               2              HF  0.8507290  0.2821451   4928780F
               30              15               3              HF  0.8780689  0.9068080   4938780F
               30              15               4              HF  0.9538046  0.1499687   4948780F
               31              15               1              HF  0.3785431  0.9465416   49187C0F
               31              15               2              HF  0.0115617  0.5534701   49287C0F
               31              15               3              HF  0.3560128  0.8232681   49387C0F
               31              15               4              HF  0.5244267  0.7606974   49487C0F
               32              15               1              HF  0.7999981  0.1711917   4918800F
               32              15               2              HF  0.5523389  0.8381686   4928800F
               32              15               3              HF  0.5974755  0.0232734   4938800F
               32              15               4              HF  0.6584612  0.0842168   4948800F
               33              15               1              HF  0.7041851  0.3046185   4918840F
               33              15               2              HF  0.6217580  0.9103712   4928840F
               33              15               3              HF  0.7287530  0.1583220   4938840F
               33              15               4              HF  0.7045624  0.4246911   4948840F
               34              15               1              HF  0.6044141  0.8885505   4918880F
               34              15               2              HF  0.8284209  0.1095496   4928880F
               34              15               3              HF  0.5573807  0.3587480   4938880F
               34              15               4              HF  0.6649985  0.3525187   4948880F
               35              15               1              HF  0.5159352  0.1198223   49188C0F
               35              15               2              HF  0.0476797  0.6730042   49288C0F
               35              15               3              HF  0.7710405  0.7543035   49388C0F
               35              15               4              HF  0.1259087  0.4133544   49488C0F
               36              15               1              HF  0.5311401  0.7075711   4918900F
               36              15               2              HF  0.9897699  0.6093627   4928900F
               36              15               3              HF  0.8965686  0.6209161   4938900F
               36              15               4              HF  0.3546067  0.5532128   4948900F
               37              15               1              HF  0.1052350  0.5496551   4918940F
               37              15               2              HF  0.1533429  0.9528543   4928940F
               37              15               3              HF  0.2970685  0.5173046   4938940F
               37              15               4              HF  0.9741988  0.0606343   4948940F
               38              15               1              HF  0.3988205  0.6029788   4918980F
               38              15               2              HF  0.8633416  0.2253792   4928980F
               38              15               3              HF  0.0485867  0.5770172   4938980F
               38              15               4              HF  0.4395270  0.9472424   4948980F
               39              15               1              HF  0.2550898  0.7063771   49189C0F
               39              15               2              HF  0.6767403  0.6956334   49289C0F
               39              15               3              HF  0.4756535  0.2375849   49389C0F
               39              15               4              HF  0.4522864  0.4341009   49489C0F
               40              15               1              HF  0.5206031  0.8411282   4918A00F
               40              15               2              HF  0.7097810  0.2052801   4928A00F
               40              15               3              HF  0.0654761  0.9616387   4938A00F
               40              15               4              HF  0.7891722  0.7574142   4948A00F
               41              15               1              HF  0.0892994  0.8569943   4918A40F
               41              15               2              HF  0.8129652  0.2318861   4928A40F
               41              15               3              HF  0.9343026  0.0498284   4938A40F
               41              15               4              HF  0.3260567  0.0704718   4948A40F
               29              17               1              HF  0.9899424  0.2084295   49187411
               29              17               2              HF  0.6941814  0.0747904   49287411
               29              17               3              HF  0.7997563  0.6245517   49387411
               29              17               4              HF  0.8348783  0.6576183   49487411
               30              17               1              HF  0.2699021  0.1683736   49187811
               30              17               2              HF  0.6126807  0.9795614   49287811
               30              17               3              HF  0.0980386  0.9141207   49387811
               30              17               4              HF  0.9556150  0.5887425   49487811
               31              17               1              HF  0.7277439  0.4759864   49187C11
               31              17               2              HF  0.5202731  0.4687130   49287C11
               31              17               3              HF  0.5606713  0.1569148   49387C11
               31              17               4              HF  0.1025609  0.0705951   49487C11
               32              17               1              HF  0.8156478  0.7206542   49188011
               32              17               2              HF  0.7533554  0.5497607   49288011
               32              17               3              HF  0.6036456  0.3279103   49388011
               32              17               4              HF  0.7255750  0.7602025   49488011
               33              17               1              HF  0.6099587  0.5171050   49188411
               33              17               2              HF  0.9978528  0.0312793   49288411
               33              17               3              HF  0.4075899  0.9438236   49388411
               33              17               4              HF  0.7284729  0.4797874   49488411
               34              17               1              HF  0.1243089  0.5551058   49188811
               34              17               2              HF  0.6095729  0.5493826   49288811
               34              17               3              HF  0.5529103  0.3920090   49388811
               34              17               4              HF  0.0075495  0.5351799   49488811
               35              17               1              HF  0.0175496  0.0640705   49188C11
               35              17               2              HF  0.9064259  0.2232126   49288C11
               35              17               3              HF  0.7918209  0.2856653   49388C11
               35              17               4              HF  0.2888763  0.1040541   49488C11
               36              17               1              HF  0.6284876  0.3431010   49189011
               36              17               2              HF  0.6960290  0.3213935   49289011
               36              17               3              HF  0.0973049  0.3925854   49389011
               36              17               4              HF  0.8560348  0.1139186   49489011
               37              17               1              HF  0.6237292  0.6743452   49189411
               37              17               2              HF  0.4108155  0.0086657   49289411
               37              17               3              HF  0.9448241  0.5871999   49389411
               37              17               4              HF  0.3239281  0.8851973   49489411
               38              17               1              HF  0.8907022  0.9297133   49189811
               38              17               2              HF  0.8758440  0.8772544   49289811
               38              17               3              HF  0.1308712  0.8945593   49389811
               38              17               4              HF  0.8146344  0.7093641   49489811
               39              17               1              HF  0.9768114  0.6697445   49189C11
               39              17               2              HF  0.0053695  0.9669858   49289C11
               39              17               3              HF  0.4925480  0.7900244   49389C11
               39              17               4              HF  0.7928985  0.0736375   49489C11
               29              19               1              HF  0.4457464  0.5293906   49187413
               29              19               2              HF  0.9952919  0.0657519   49287413
               29              19               3              HF  0.4727819  0.4907308   49387413
               29              19               4              HF  0.0899236  0.2368819   49487413
               30              19               1              HF  0.6006598  0.4816124   49187813
               30              19               2              HF  0.0414126  0.0408524   49287813
               30              19               3              HF  0.1061022  0.4064033   49387813
               30              19               4              HF  0.5862174  0.8920615   49487813
               31              19               1              HF  0.8913250  0.8893853   49187C13
               31              19               2              HF  0.5289190  0.7665532   49287C13
               31              19               3              HF  0.1656623  0.8260712   49387C13
               31              19               4              HF  0.8610751  0.1301259   49487C13
               32              19               1              HF  0.5242943  0.6943061   49188013
               32              19               2              HF  0.2297186  0.2076080   49288013
               32              19               3              HF  0.6038005  0.6537072   49388013
               32              19               4              HF  0.1060226  0.3296984   49488013
               33              19               1              HF  0.8223618  0.1935664   49188413
               33              19               2              HF  0.6015865  0.7211694   49288413
               33              19               3              HF  0.0031812  0.0811105   49388413
               33              19               4              HF  0.1415576  0.3521631   49488413
               34              19               1              HF  0.4077854  0.7270762   49188813
               34              19               2              HF  0.2076558  0.5987586   49288813
               34              19               3              HF  0.6687258  0.6868283   49388813
               34              19               4              HF  0.9618375  0.2884892   49488813
               35              19               1              HF  0.2299765  0.6231056   49188C13
               35              19               2              HF  0.7188895  0.2537401   49288C13
               35              19               3              HF  0.4254383  0.9115304   49388C13
               35              19               4              HF  0.8145490  0.4501393   49488C13
               36              19               1              HF  0.5995690  0.2598776   49189013
               36              19               2              HF  0.5597077  0.8894736   49289013
               36              19               3              HF  0.2398493  0.5722330   49389013
               36              19               4              HF  0.9991492  0.1846249   49489013
               37              19               1              HF  0.5317423  0.4036533   49189413
               37              19               2              HF  0.4964942  0.3233714   49289413
               37              19               3              HF  0.8605155  0.0364373   49389413
               37              19               4              HF  0.3698598  0.4613608   49489413
               38              19               1              HF  0.0440254  0.9882002   49189813
               38              19               2              HF  0.4749120  0.5899225   49289813
               38              19               3              HF  0.2510380  0.1395534   49389813
               38              19               4              HF  0.3175867  0.2101983   49489813
               39              19               1              HF  0.2043959  0.8058559   49189C13
               39              19               2              HF  0.8032653  0.2108155   49289C13
               39              19               3              HF  0.4515635  0.3044367   49389C13
               39              19               4              HF  0.5026837  0.8811728   49489C13
               40              19               1              HF  0.8408454  0.0410901   4918A013
               40              19               2              HF  0.4912714  0.1939940   4928A013
               40              19               3              HF  0.5519950  0.6822908   4938A013
               40              19               4              HF  0.9400360  0.6925761   4948A013
               41              19               1              HF  0.4196144  0.2050893   4918A413
               41              19               2              HF  0.3330551  0.4926187   4928A413
               41              19               3              HF  0.6534611  0.1218492   4938A413
               41              19               4              HF  0.0045186  0.1015573   4948A413
               29              21               1              HF  0.7707435  0.9950309   49187415
               29              21               2              HF  0.3618559  0.0815701   49287415
               29              21               3              HF  0.6020290  0.9916712   49387415
               29              21               4              HF  0.4677975  0.7313492   49487415
               30              21               1              HF  0.3877167  0.3425735   49187815
               30              21               2              HF  0.5079322  0.7693262   49287815
               30              21               3              HF  0.7815562  0.3160674   49387815
               30              21               4              HF  0.1982034  0.3734338   49487815
               31              21               1              HF  0.5431597  0.0278511   49187C15
               31              21               2              HF  0.5757937  0.3494959   49287C15
               31              21               3              HF  0.3952855  0.7037045   49387C15
               31              21               4              HF  0.1966274  0.8311872   49487C15
               32              21               1              HF  0.0872208  0.8061875   49188015
               32              21               2              HF  0.1980468  0.6701672   49288015
               32              21               3              HF  0.4544597  0.2988682   49388015
               32              21               4              HF  0.3592803  0.4387949   49488015
               33              21               1              HF  0.3259675  0.5586786   49188415
               33              21               2              HF  0.5909149  0.1135837   49288415
               33              21               3              HF  0.1150935  0.9207958   49388415
               33              21               4              HF  0.6135944  0.8892516   49488415
               34              21               1              HF  0.4985044  0.5006760   49188815
               34              21               2              HF  0.1811915  0.5670421   49288815
               34              21               3              HF  0.3071108  0.8693404   49388815
               34              21               4              HF  0.7824641  0.4274626   49488815
               35              21               1              HF  0.2585698  0.3838553   49188C15
               35              21               2              HF  0.4016193  0.5463411   49288C15
               35              21               3              HF  0.5012383  0.7150681   49388C15
               35              21               4              HF  0.5627627  0.8404433   49488C15
               36              21               1              HF  0.9625813  0.6245496   49189015
               36              21               2              HF  0.9678211  0.7809147   49289015
               36              21               3              HF  0.8627083  0.5160878   49389015
               36              21               4              HF  0.2435384  0.3544677   49489015
               37              21               1              HF  0.1754467  0.8439188   49189415
               37              21               2              HF  0.4593685  0.5833871   49289415
               37              21               3              HF  0.8366249  0.1634749   49389415
               37              21               4              HF  0.1247619  0.5481227   49489415
               38              21               1              HF  0.6741648  0.6449388   49189815
               38              21               2              HF  0.4431804  0.8946979   49289815
               38              21               3              HF  0.0011727  0.9414124   49389815
               38              21               4              HF  0.3626975  0.9347450   49489815
               39              21               1              HF  0.0611583  0.9252792   49189C15
               39              21               2              HF  0.9948242  0.4198781   49289C15
               39              21               3              HF  0.4444525  0.8710254   49389C15
               39              21               4              HF  0.5851567  0.0206910   49489C15
               29              23               1              HF  0.4650007  0.7336630   49187417
               29              23               2              HF  0.2385201  0.9410756   49287417
               29              23               3              HF  0.9349344  0.0177125   49387417
               29              23               4              HF  0.5587922  0.1334096   49487417
               30              23               1              HF  0.4550846  0.6088195   49187817
               30              23               2              HF  0.5581638  0.0072530   49287817
               30              23               3              HF  0.1268669  0.7777046   49387817
               30              23               4              HF  0.9171464  0.4982166   49487817
               31              23               1              HF  0.2093853  0.1638767   49187C17
               31              23               2              HF  0.8002977  0.8137929   49287C17
               31              23               3              HF  0.1905678  0.7572364   49387C17
               31              23               4              HF  0.7914525  0.7095008   49487C17
               32              23               1              HF  0.1217319  0.7165945   49188017
               32              23               2              HF  0.1929136  0.8521881   49288017
               32              23               3              HF  0.2992688  0.4598362   49388017
               32              23               4              HF  0.2481794  0.7377737   49488017
               33              23               1              HF  0.3852292  0.3655061   49188417
               33              23               2              HF  0.9644721  0.3648663   49288417
               33              23               3              HF  0.3893275  0.5421434   49388417
               33              23               4              HF  0.3098286  0.8095671   49488417
               34              23               1              HF  0.2461055  0.3727728   49188817
               34              23               2              HF  0.2015975  0.0733038   49288817
               34              23               3              HF  0.3960760  0.7639465   49388817
               34              23               4              HF  0.9950429  0.0585231   49488817
               35              23               1              HF  0.8940351  0.1524817   49188C17
               35              23               2              HF  0.9514418  0.1944717   49288C17
               35              23               3              HF  0.3005528  0.6423079   49388C17
               35              23               4              HF  0.7656912  0.9611145   49488C17
               36              23               1              HF  0.1073364  0.1151568   49189017
               36              23               2              HF  0.1946366  0.7386857   49289017
               36              23               3              HF  0.4708918  0.4831293   49389017
               36              23               4              HF  0.1653231  0.8468481   49489017
               37              23               1              HF  0.3683383  0.8239014   49189417
               37              23               2              HF  0.3758070  0.1314220   49289417
               37              23               3              HF  0.1313304  0.0387065   49389417
               37              23               4              HF  0.3532318  0.9547413   49489417
               38              23               1              HF  0.5143972  0.7666178   49189817
               38              23               2              HF  0.8241397  0.1530069   49289817
               38              23               3              HF  0.5750215  0.5691100   49389817
               38              23               4              HF  0.5737485  0.2904851   49489817
               39              23               1              HF  0.4560205  0.9560941   49189C17
               39              23               2              HF  0.1273744  0.0416615   49289C17
               39              23               3              HF  0.8253983  0.8091621   49389C17
               39              23               4              HF  0.1015308  0.4658536   49489C17
               40              23               1              HF  0.1236454  0.3273323   4918A017
               40              23               2              HF  0.5848895  0.1608242   4928A017
               40              23               3              HF  0.5352048  0.9988219   4938A017
               40              23               4              HF  0.2935144  0.5015398   4948A017
               41              23               1              HF  0.7770213  0.9092882   4918A417
               41              23               2              HF  0.7833331  0.1990412   4928A417
               41              23               3              HF  0.9470053  0.1646814   4938A417
               41              23               4              HF  0.7543793  0.8807756   4948A417
               29              25               1              HF  0.6029918  0.6976019   49187419
               29              25               2              HF  0.8752615  0.7443880   49287419
               29              25               3              HF  0.5636068  0.8957233   49387419
               29              25               4              HF  0.2610016  0.3694733   49487419
               30              25               1              HF  0.1024248  0.5183432   49187819
               30              25               2              HF  0.4177971  0.5337304   49287819
               30              25               3              HF  0.3860319  0.4874843   49387819
               30              25               4              HF  0.2401636  0.8407778   49487819
               31              25               1              HF  0.4925634  0.2913073   49187C19
               31              25               2              HF  0.9125403  0.8663648   49287C19
               31              25               3              HF  0.4040965  0.9431807   49387C19
               31              25               4              HF  0.1939049  0.9991924   49487C19
               32              25               1              HF  0.5934246  0.6719344   49188019
               32              25               2              HF  0.7543030  0.5418473   49288019
